Id,SalePrice
1687,162677.81
1688,180686.14
1689,188263.14
1690,192741.72
1691,176686.72
1692,275264.97
1693,165936.14
1694,179685.53
1695,165554.34
1696,278881.38
1697,169121.55
1698,375104.4
1699,325319.47
1700,243532.36
1701,261969.84
1702,252272.39
1703,237664.55
1704,288531.12
1705,224328.44
1706,409837.47
1707,226921.3
1708,202553.67
1709,302335.38
1710,211176.12
1711,246675.2
1712,233967.28
1713,262665.28
1714,222802.23
1715,203301.52
1716,180926.55
1717,163541.1
1718,139141.67
1719,206656.92
1720,248518.42
1721,163164.97
1722,124586.586
1723,154213.39
1724,207370.62
1725,236765.45
1726,185931.06
1727,155683.45
1728,177057.39
1729,164529.67
1730,168077.89
1731,122319.7
1732,134167.94
1733,121640.29
1734,126969.03
1735,133492.89
1736,118165.31
1737,324304.06
1738,212402.31
1739,270803.25
1740,206360.86
1741,180128.89
1742,168443.66
1743,169367.3
1744,290657.47
1745,214130.88
1746,228550.61
1747,217520.28
1748,233622.77
1749,146878.31
1750,130296.25
1751,226955.95
1752,124603.76
1753,143771.03
1754,205947.69
1755,169974.27
1756,132548.61
1757,123717.375
1758,137037.3
1759,160986.3
1760,162282.61
1761,146809.14
1762,177902.19
1763,174701.14
1764,116399.92
1765,165527.55
1766,181055.78
1767,222194.95
1768,145159.95
1769,176501.78
1770,152088.66
1771,133013.61
1772,136862.97
1773,138632.77
1774,125662.164
1775,137243.8
1776,121966.98
1777,118959.92
1778,140294.92
1779,115168.73
1780,180067.66
1781,130574.75
1782,95940.64
1783,134525.6
1784,103146.01
1785,118664.16
1786,159921.92
1787,161749.55
1788,58938.637
1789,106063.32
1790,90475.25
1791,185145.38
1792,156576.47
1793,135464.02
1794,147476.14
1795,132291.56
1796,127040.12
1797,111610.22
1798,124274.05
1799,117165.3
1800,139972.34
1801,123079.734
1802,127317.02
1803,152806.89
1804,138170.8
1805,143716.53
1806,114084.234
1807,129039.05
1808,127156.85
1809,115875.69
1810,148546.95
1811,91089.875
1812,90916.05
1813,120799.7
1814,97985.64
1815,48922.125
1816,94590.82
1817,111930.414
1818,147912.92
1819,123597.9
1820,50348.01
1821,99828.11
1822,154358.02
1823,40319.68
1824,133723.42
1825,132136.05
1826,98964.38
1827,103665.55
1828,138369.48
1829,114897.336
1830,132274.94
1831,165713.75
1832,81221.65
1833,146400.03
1834,115174.875
1835,151283.0
1836,116705.516
1837,80359.4
1838,120539.04
1839,89969.07
1840,154640.75
1841,145639.19
1842,71560.98
1843,136351.3
1844,143355.19
1845,131040.22
1846,156325.69
1847,166098.84
1848,51258.15
1849,109738.984
1850,121272.56
1851,153392.69
1852,129974.69
1853,130970.64
1854,165680.58
1855,140093.61
1856,216868.38
1857,160340.75
1858,139875.45
1859,122402.44
1860,145745.89
1861,122874.37
1862,287948.16
1863,287680.8
1864,287680.8
1865,338399.22
1866,340233.38
1867,242165.38
1868,296748.44
1869,198097.5
1870,242894.25
1871,254115.78
1872,172117.17
1873,225781.69
1874,143475.12
1875,205458.84
1876,189290.88
1877,213324.88
1878,209323.0
1879,130243.51
1880,134893.03
1881,235276.81
1882,253883.06
1883,191446.36
1884,204897.69
1885,256408.9
1886,305170.34
1887,208536.69
1888,283352.6
1889,163478.9
1890,122229.3
1891,131118.5
1892,107999.53
1893,126813.06
1894,127140.06
1895,138112.23
1896,127532.734
1897,114207.9
1898,113496.4
1899,151680.0
1900,148965.97
1901,178283.28
1902,140973.66
1903,225685.6
1904,147815.12
1905,197537.19
1906,181974.31
1907,210483.78
1908,118174.89
1909,138089.83
1910,125651.805
1911,211876.94
1912,340551.3
1913,144304.23
1914,56497.293
1915,304497.75
1916,70037.24
1917,267616.4
1918,142117.97
1919,158092.66
1920,151050.48
1921,445519.66
1922,335701.3
1923,212737.22
1924,226496.53
1925,210678.58
1926,388048.12
1927,134648.03
1928,159019.5
1929,126297.98
1930,130216.72
1931,145438.17
1932,134243.27
1933,185161.73
1934,178546.67
1935,172676.4
1936,180851.27
1937,185400.42
1938,169709.94
1939,245665.11
1940,187966.44
1941,173090.69
1942,178901.33
1943,207812.94
1944,350598.84
1945,405473.8
1946,147342.28
1947,312406.06
1948,184296.39
1949,229822.03
1950,183897.69
1951,255305.22
1952,211932.72
1953,168857.56
1954,191676.78
1955,131331.64
1956,284290.5
1957,157652.86
1958,298615.6
1959,130642.02
1960,117923.734
1961,119869.05
1962,98725.86
1963,107645.54
1964,102245.12
1965,136846.16
1966,147011.69
1967,293717.12
1968,435572.88
1969,405471.25
1970,458814.5
1971,430448.9
1972,396311.53
1973,272829.47
1974,318673.66
1975,414393.3
1976,268695.47
1977,359736.25
1978,371138.6
1979,341520.66
1980,195971.47
1981,353062.1
1982,217182.44
1983,203021.17
1984,170453.55
1985,215229.52
1986,216789.77
1987,176799.97
1988,174654.06
1989,187494.53
1990,217550.72
1991,231017.75
1992,208362.31
1993,168001.0
1994,235849.66
1995,187991.34
1996,255486.11
1997,325088.78
1998,351812.8
1999,263985.66
2000,305660.6
2001,258219.31
2002,242123.61
2003,232533.34
2004,243566.98
2005,215008.69
2006,224854.44
2007,238799.94
2008,217491.45
2009,187057.53
2010,198016.97
2011,147342.38
2012,177843.61
2013,181893.47
2014,176456.64
2015,205726.72
2016,186503.53
2017,196864.92
2018,119531.42
2019,131672.38
2020,106550.94
2021,113416.57
2022,183676.3
2023,133014.02
2024,229186.77
2025,372485.3
2026,178644.52
2027,156527.3
2028,144947.3
2029,168269.61
2030,291970.2
2031,240914.89
2032,253743.97
2033,284853.78
2034,162485.97
2035,212304.53
2036,201331.95
2037,199077.61
2038,319551.16
2039,234838.08
2040,314622.8
2041,271659.3
2042,198928.28
2043,168908.05
2044,164404.77
2045,205839.2
2046,138191.08
2047,143945.73
2048,136522.38
2049,119821.05
2050,184855.27
2051,110774.74
2052,127301.61
2053,145475.3
2054,89236.445
2055,157081.47
2056,123211.41
2057,115220.195
2058,226621.16
2059,133003.33
2060,167446.25
2061,180803.8
2062,130048.54
2063,115332.62
2064,139679.67
2065,116368.08
2066,167797.83
2067,125389.29
2068,133823.94
2069,80453.86
2070,108096.91
2071,98255.766
2072,114216.86
2073,146021.86
2074,179954.84
2075,149124.23
2076,131260.11
2077,153476.25
2078,129720.66
2079,128025.766
2080,120623.984
2081,122903.81
2082,105163.37
2083,147365.58
2084,113607.1
2085,115407.555
2086,120067.61
2087,113190.1
2088,97985.03
2089,74655.26
2090,126851.984
2091,119152.89
2092,128043.37
2093,119377.01
2094,120222.45
2095,144704.64
2096,77681.664
2097,96141.0
2098,146215.34
2099,61289.914
2100,87331.57
2101,122227.27
2102,123628.46
2103,104465.33
2104,140510.84
2105,127142.26
2106,67006.48
2107,231046.61
2108,111276.11
2109,105855.75
2110,130404.07
2111,160714.4
2112,132725.58
2113,117010.4
2114,109022.92
2115,156908.77
2116,124382.56
2117,152994.02
2118,122704.38
2119,102594.67
2120,110802.36
2121,134250.1
2122,109901.77
2123,88571.42
2124,175436.17
2125,132118.55
2126,147880.55
2127,146776.02
2128,118743.125
2129,106308.26
2130,137088.9
2131,152999.45
2132,110874.42
2133,124104.766
2134,128314.88
2135,102794.1
2136,61974.164
2137,106898.17
2138,124834.34
2139,155998.17
2140,140124.05
2141,148555.11
2142,122974.69
2143,135168.69
2144,131091.95
2145,136355.36
2146,163208.52
2147,145041.08
2148,128561.88
2149,143044.73
2150,214138.08
2151,117301.445
2152,187069.78
2153,167166.62
2154,104352.68
2155,133332.58
2156,256200.7
2157,230925.56
2158,240703.2
2159,208317.95
2160,163062.19
2161,237815.34
2162,440602.06
2163,347182.16
2164,245347.47
2165,185172.16
2166,149164.92
2167,231994.52
2168,194368.33
2169,198960.67
2170,218088.1
2171,139446.73
2172,135905.3
2173,165012.55
2174,226757.72
2175,311935.7
2176,310058.3
2177,240728.62
2178,212986.3
2179,136821.61
2180,234023.9
2181,191431.42
2182,211055.44
2183,187460.98
2184,129566.06
2185,113210.28
2186,146279.48
2187,152155.64
2188,154255.58
2189,252250.33
2190,84091.25
2191,84170.5
2192,93970.08
2193,108910.05
2194,104826.195
2195,113002.555
2196,103895.23
2197,108240.53
2198,165067.7
2199,164841.66
2200,140537.2
2201,146866.33
2202,220536.84
2203,154635.16
2204,187129.88
2205,107373.73
2206,147052.34
2207,221427.53
2208,259004.69
2209,222165.69
2210,126810.61
2211,123087.18
2212,116892.86
2213,98765.69
2214,129169.63
2215,103765.44
2216,153103.4
2217,78721.96
2218,62391.89
2219,60186.438
2220,67383.92
2221,307857.12
2222,242739.44
2223,294895.4
2224,211979.7
2225,127320.3
2226,195653.03
2227,206863.08
2228,260146.05
2229,233797.4
2230,144195.64
2231,215218.67
2232,184032.45
2233,182370.75
2234,236973.14
2235,218973.6
2236,265528.9
2237,340434.72
2238,207042.2
2239,117053.75
2240,165995.42
2241,155530.14
2242,125584.3
2243,118765.31
2244,107856.2
2245,110722.4
2246,141992.27
2247,121751.43
2248,127794.36
2249,127050.84
2250,133440.28
2251,117976.32
2252,174847.83
2253,155527.48
2254,181637.72
2255,181235.06
2256,189471.58
2257,199510.97
2258,176763.23
2259,176059.47
2260,166694.4
2261,195490.81
2262,210090.55
2263,347112.84
2264,437004.16
2265,186156.39
2266,307445.34
2267,390641.47
2268,400958.56
2269,151968.78
2270,184857.78
2271,222495.33
2272,203943.11
2273,162020.12
2274,178095.7
2275,173891.2
2276,186518.8
2277,185069.53
2278,140255.92
2279,125828.6
2280,121045.7
2281,162030.08
2282,180809.47
2283,104321.38
2284,108419.78
2285,157298.84
2286,123330.48
2287,348910.56
2288,267895.38
2289,385723.84
2290,471140.47
2291,337304.44
2292,431968.06
2293,486630.28
2294,444932.1
2295,449076.03
2296,271207.88
2297,311148.47
2298,305156.3
2299,408039.97
2300,336669.44
2301,265320.88
2302,240874.02
2303,241629.33
2304,217391.31
2305,169483.9
2306,168051.88
2307,179507.98
2308,221192.39
2309,282268.22
2310,210144.17
2311,191946.52
2312,172506.52
2313,173841.89
2314,172561.12
2315,175853.34
2316,188391.38
2317,184229.78
2318,173230.77
2319,173449.48
2320,198535.03
2321,250602.28
2322,174998.16
2323,182050.22
2324,174301.4
2325,207488.33
2326,165420.86
2327,212021.08
2328,227371.28
2329,177736.4
2330,171029.52
2331,362851.28
2332,402302.28
2333,323480.53
2334,261574.03
2335,265195.03
2336,321364.4
2337,206771.84
2338,285331.38
2339,209311.64
2340,394971.4
2341,229925.83
2342,230419.84
2343,220358.55
2344,236667.36
2345,229007.58
2346,215388.81
2347,201011.6
2348,236845.38
2349,171696.25
2350,286917.22
2351,244504.92
2352,244422.84
2353,240381.42
2354,139052.58
2355,146339.55
2356,150155.02
2357,190702.64
2358,186378.72
2359,128742.695
2360,113771.1
2361,144507.39
2362,277546.62
2363,133784.17
2364,155403.52
2365,213890.36
2366,189778.33
2367,221621.56
2368,215110.27
2369,220637.8
2370,167887.92
2371,168068.0
2372,191585.97
2373,271156.28
2374,330145.06
2375,258462.58
2376,282746.78
2377,380180.44
2378,136796.28
2379,193983.86
2380,144158.88
2381,154550.1
2382,197246.52
2383,205517.05
2384,240356.64
2385,163798.92
2386,135789.78
2387,133635.81
2388,98546.97
2389,126615.65
2390,143146.23
2391,145645.81
2392,116545.32
2393,173586.12
2394,156405.31
2395,208522.0
2396,139258.38
2397,215373.22
2398,137074.73
2399,59012.48
2400,64393.844
2401,111091.06
2402,133860.6
2403,135842.7
2404,145067.5
2405,155569.75
2406,140876.9
2407,129686.484
2408,132866.06
2409,124645.586
2410,166257.08
2411,122711.555
2412,155333.42
2413,129884.47
2414,137602.81
2415,134113.56
2416,126540.04
2417,136137.27
2418,129126.64
2419,130887.625
2420,129232.055
2421,146423.94
2422,113634.375
2423,130034.2
2424,146557.52
2425,240150.5
2426,146056.64
2427,133685.25
2428,180942.67
2429,116418.28
2430,133754.39
2431,117373.93
2432,146118.33
2433,154268.33
2434,143844.06
2435,155009.34
2436,108358.72
2437,104507.516
2438,130015.72
2439,106391.68
2440,118106.74
2441,95228.3
2442,99309.07
2443,122169.625
2444,125405.664
2445,70201.7
2446,130695.58
2447,195877.5
2448,136930.84
2449,98500.24
2450,144782.1
2451,124743.19
2452,203123.95
2453,93017.65
2454,121611.13
2455,116082.84
2456,127760.71
2457,132245.92
2458,131321.38
2459,105111.28
2460,139349.0
2461,111170.67
2462,130956.51
2463,120781.74
2464,178027.44
2465,134217.34
2466,113857.3
2467,133827.95
2468,68194.7
2469,70917.234
2470,183627.61
2471,213792.94
2472,162221.39
2473,113215.3
2474,67238.32
2475,215419.84
2476,107811.3
2477,125524.805
2478,149104.19
2479,101198.84
2480,162719.2
2481,115487.82
2482,129520.42
2483,113314.4
2484,119576.31
2485,120988.305
2486,162259.11
2487,186033.52
2488,154721.06
2489,145463.39
2490,152458.53
2491,93037.125
2492,176569.4
2493,150713.38
2494,159754.95
2495,87062.016
2496,247056.22
2497,152546.88
2498,113814.586
2499,92720.445
2500,125879.73
2501,133012.58
2502,146371.81
2503,86923.75
2504,177124.3
2505,222431.3
2506,251884.12
2507,286148.62
2508,252800.34
2509,207384.3
2510,220835.12
2511,176713.88
2512,211875.64
2513,208831.72
2514,248973.7
2515,148573.2
2516,167077.03
2517,141651.05
2518,151293.56
2519,227187.56
2520,203107.0
2521,191663.67
2522,222862.1
2523,126374.75
2524,139188.81
2525,146890.95
2526,134718.88
2527,105285.12
2528,129046.125
2529,129516.99
2530,123603.56
2531,250943.83
2532,225030.78
2533,190734.47
2534,227737.62
2535,315221.47
2536,232900.11
2537,236907.27
2538,178519.23
2539,188133.83
2540,173361.73
2541,179759.42
2542,161374.28
2543,138784.8
2544,128557.72
2545,139354.8
2546,133115.12
2547,145548.33
2548,163058.8
2549,152479.02
2550,307694.5
2551,134322.45
2552,128610.664
2553,74121.09
2554,104884.01
2555,126974.06
2556,106364.1
2557,119423.4
2558,161371.05
2559,132548.1
2560,147659.94
2561,146951.8
2562,139806.28
2563,150169.53
2564,206136.33
2565,154036.95
2566,163637.05
2567,129743.3
2568,200546.11
2569,197646.61
2570,124436.19
2571,194150.38
2572,168321.3
2573,213743.16
2574,286787.44
2575,124433.02
2576,123351.734
2577,161105.4
2578,83017.14
2579,61649.08
2580,123783.88
2581,118260.99
2582,111421.85
2583,285903.22
2584,152498.19
2585,178976.64
2586,216662.58
2587,210913.31
2588,150503.12
2589,150314.25
2590,211848.69
2591,223411.72
2592,208885.47
2593,248286.73
2594,187244.25
2595,208599.83
2596,323009.84
2597,184280.44
2598,267607.8
2599,314072.97
2600,220911.14
2601,160168.36
2602,82785.1
2603,95928.78
2604,87823.29
2605,74161.68
2606,142876.98
2607,192105.89
2608,200756.25
2609,162304.25
2610,115833.06
2611,130572.66
2612,147354.08
2613,131136.94
2614,125227.75
2615,152695.31
2616,148161.0
2617,185134.78
2618,211098.5
2619,182338.06
2620,186202.58
2621,182365.69
2622,178922.84
2623,254596.17
2624,292000.47
2625,312045.75
2626,176513.45
2627,181490.44
2628,454787.88
2629,624689.1
2630,399287.22
2631,468193.16
2632,429975.97
2633,331625.9
2634,417202.9
2635,151615.67
2636,189393.81
2637,177744.17
2638,255313.42
2639,183302.03
2640,152915.12
2641,102681.52
2642,182949.3
2643,104345.78
2644,128060.125
2645,106479.86
2646,97503.68
2647,102715.445
2648,144473.31
2649,141877.48
2650,151681.02
2651,137902.48
2652,423786.25
2653,240890.62
2654,250117.0
2655,391250.84
2656,328923.3
2657,349396.84
2658,289972.9
2659,329588.62
2660,353956.22
2661,351317.84
2662,363061.66
2663,281606.66
2664,271087.6
2665,322092.84
2666,291069.88
2667,169224.33
2668,181047.64
2669,172918.67
2670,290770.38
2671,187605.3
2672,187776.25
2673,205900.22
2674,203827.75
2675,173129.83
2676,184226.92
2677,193191.22
2678,251652.94
2679,268600.8
2680,275529.72
2681,418977.94
2682,331595.25
2683,544196.0
2684,323108.5
2685,351487.12
2686,239553.22
2687,323383.88
2688,226391.7
2689,210128.88
2690,457683.28
2691,181096.05
2692,135353.98
2693,194018.92
2694,139138.02
2695,185842.47
2696,184300.06
2697,183382.5
2698,190375.4
2699,169672.77
2700,160553.02
2701,147127.56
2702,101864.99
2703,121706.75
2704,141507.97
2705,120307.04
2706,118665.26
2707,121863.82
2708,139249.75
2709,109740.45
2710,129470.37
2711,284210.6
2712,398702.28
2713,161176.08
2714,147921.02
2715,165148.55
2716,149661.31
2717,201938.25
2718,226643.44
2719,151894.7
2720,175035.72
2721,131924.42
2722,155832.4
2723,144999.53
2724,131677.16
2725,134859.75
2726,142397.42
2727,180300.9
2728,167393.94
2729,141971.05
2730,143450.6
2731,133905.9
2732,124263.85
2733,153126.5
2734,141804.98
2735,129034.86
2736,143164.6
2737,126283.914
2738,134179.69
2739,162335.78
2740,136035.9
2741,149846.8
2742,146088.16
2743,144693.14
2744,156332.73
2745,142689.64
2746,139774.12
2747,159772.38
2748,123227.4
2749,133276.88
2750,138739.47
2751,142096.47
2752,196407.27
2753,150715.89
2754,220086.25
2755,128547.87
2756,97239.16
2757,65944.64
2758,90831.37
2759,155433.98
2760,134082.06
2761,146245.19
2762,140198.31
2763,179727.03
2764,156324.89
2765,308474.75
2766,139926.7
2767,87381.03
2768,129222.695
2769,140318.73
2770,146486.53
2771,117685.13
2772,113283.766
2773,153461.75
2774,131547.7
2775,118531.586
2776,138461.98
2777,139292.31
2778,120391.69
2779,129750.43
2780,96344.23
2781,95505.41
2782,79863.84
2783,102845.89
2784,126786.28
2785,131741.33
2786,77880.195
2787,119525.91
2788,73787.36
2789,196139.77
2790,87368.93
2791,110098.695
2792,51989.84
2793,165893.84
2794,104496.29
2795,112298.63
2796,98296.47
2797,210782.45
2798,103576.836
2799,105299.51
2800,56775.48
2801,112526.234
2802,131470.66
2803,148458.84
2804,140618.06
2805,102118.23
2806,82847.94
2807,167564.33
2808,150428.62
2809,136730.27
2810,130444.46
2811,155061.45
2812,157368.17
2813,153918.86
2814,165661.6
2815,105378.56
2816,234588.02
2817,149038.36
2818,132044.92
2819,147849.0
2820,139771.67
2821,111942.27
2822,185133.84
2823,295776.22
2824,175346.77
2825,158155.3
2826,127272.73
2827,135364.14
2828,212690.4
2829,190418.47
2830,225737.33
2831,182700.12
2832,232945.11
2833,296593.9
2834,215344.53
2835,211581.9
2836,189217.25
2837,156364.1
2838,143201.28
2839,181380.78
2840,202418.02
2841,199564.5
2842,222198.39
2843,145456.3
2844,140046.78
2845,122433.766
2846,208577.73
2847,195984.05
2848,213687.0
2849,208051.17
2850,278653.75
2851,220764.9
2852,237184.31
2853,239027.64
2854,136516.47
2855,200773.55
2856,201150.16
2857,190317.86
2858,196925.36
2859,120753.77
2860,126823.23
2861,125128.35
2862,185238.61
2863,131346.9
2864,249282.38
2865,136782.39
2866,141663.4
2867,97994.43
2868,100527.25
2869,110179.61
2870,121249.51
2871,84586.87
2872,51556.117
2873,97715.21
2874,135587.89
2875,112735.18
2876,158887.8
2877,132857.77
2878,182757.08
2879,132420.92
2880,96503.484
2881,161979.38
2882,169395.12
2883,188745.22
2884,203413.97
2885,190327.94
2886,219381.25
2887,99964.73
2888,123203.12
2889,50585.004
2890,85149.41
2891,130141.1
2892,37811.535
2893,76420.4
2894,47403.27
2895,297459.9
2896,277870.5
2897,204287.75
2898,145557.12
2899,221837.2
2900,153998.23
2901,217168.7
2902,186783.47
2903,334703.72
2904,366118.88
2905,108371.69
2906,209419.25
2907,108403.73
2908,133849.69
2909,140055.16
2910,83610.47
2911,81346.734
2912,140893.61
2913,85886.766
2914,75016.46
2915,82693.54
2916,83341.836
2917,156880.22
2918,116074.73
2919,234033.84
